Experimentation,Academic_Performance_Decline,Social_Isolation,Financial_Issues,Physical_Mental_Health_Problems,Legal_Consequences,Relationship_Strain,Risk_Taking_Behavior,Withdrawal_Symptoms,Denial_and_Resistance_to_Treatment,Addiction_Class
Yes,Yes,No,No,Yes,Unknown,No,No,No,No,Yes
No,Yes,No,Yes,Unknown,Unknown,Yes,Yes,No,No,No
Yes,Yes,Unknown,Unknown,No,No,Yes,No,Yes,No,No
Yes,Unknown,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Unknown,No
No,No,Yes,No,No,No,No,Yes,Yes,Unknown,No
Yes,No,Unknown,No,Yes,Yes,No,Unknown,Yes,Yes,No
No,No,Unknown,No,Unknown,No,Yes,Yes,Yes,Yes,Yes
Yes,Yes,Yes,Unknown,No,Yes,Yes,Yes,No,Yes,No
Yes,No,Unknown,Yes,Yes,Yes,No,No,Yes,Yes,Yes
Yes,Yes,No,No,Yes,No,Unknown,Yes,Yes,No,Yes
Yes,Yes,No,Yes,Yes,Yes,Unknown,No,No,Yes,Yes
No,Unknown,Yes,No,Yes,Yes,No,Yes,Unknown,Unknown,No
Yes,Yes,No,Yes,No,No,Yes,Unknown,Yes,Yes,No
No,No,Unknown,Yes,Unknown,Unknown,No,Yes,No,Yes,No
Yes,Unknown,Yes,No,Yes,No,No,Yes,No,No,Yes
Yes,No,Yes,Yes,No,No,Yes,Unknown,Yes,No,No
Yes,Yes,Unknown,No,Yes,Yes,Yes,No,Yes,No,Yes
Yes,No,Unknown,Unknown,Yes,Yes,Yes,No,Yes,Yes,No
No,Yes,Unknown,No,Yes,No,Yes,Yes,Yes,No,Yes
No,No,No,No,Yes,Yes,No,Yes,Unknown,No,No
No,Yes,Yes,Yes,No,No,Unknown,No,No,Yes,No
No,No,No,No,Unknown,Yes,Yes,Yes,Yes,No,No
No,No,No,Yes,No,No,No,Unknown,No,No,No
No,Yes,No,No,Yes,Yes,Yes,No,Unknown,No,No
Yes,Yes,Yes,Unknown,Yes,Yes,No,Yes,Yes,No,No
No,No,Yes,Yes,Yes,Unknown,No,Yes,Yes,No,Yes
Yes,No,Yes,Unknown,No,Yes,Unknown,No,Yes,No,Yes
Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Unknown,No
No,No,No,Yes,Yes,No,Yes,Unknown,Yes,No,Yes
No,Yes,No,Unknown,Unknown,Yes,Yes,No,No,No,Yes
Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,No,No,Yes
No,Yes,No,No,Yes,No,Yes,No,Yes,Unknown,No
No,No,Yes,Unknown,No,Unknown,No,No,No,No,No
No,Yes,Yes,Unknown,No,Yes,Unknown,No,Yes,Yes,No
Yes,Yes,Unknown,No,No,Unknown,No,No,Yes,No,No
Unknown,No,No,Yes,Unknown,No,No,No,No,Yes,No
Unknown,Yes,No,Yes,Yes,No,Yes,Yes,No,Unknown,No
Yes,Yes,No,Yes,Yes,No,Yes,Unknown,Unknown,No,No
Yes,Unknown,Yes,No,Unknown,Yes,Unknown,Unknown,No,Yes,No
No,Unknown,Yes,No,Yes,No,No,Unknown,No,Yes,No
No,Yes,No,Unknown,No,No,No,No,No,Yes,Yes
No,Yes,Unknown,No,Yes,Yes,Unknown,Yes,Yes,Yes,No
Yes,No,Yes,Yes,Yes,Unknown,Unknown,No,Yes,Yes,No
No,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,No
Yes,Yes,No,No,No,No,Unknown,No,Yes,No,Yes
Yes,Yes,Yes,Yes,No,Yes,Unknown,No,No,Yes,Yes
No,Yes,Unknown,Yes,Yes,No,Yes,Yes,No,Unknown,No
Yes,Yes,No,Unknown,No,No,Yes,No,Yes,Unknown,No
Yes,Yes,Yes,No,Unknown,No,No,No,No,No,No
Yes,Yes,Unknown,Yes,Yes,No,No,No,Unknown,No,No
No,No,No,No,Unknown,No,No,Yes,Yes,Yes,No
No,No,Yes,No,Yes,No,Yes,Unknown,No,No,Yes
No,No,Unknown,Yes,No,No,No,No,No,No,No
Yes,Unknown,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
Yes,No,Unknown,Unknown,No,No,No,No,Yes,No,No
Yes,No,Yes,Yes,Unknown,No,No,No,No,No,No
Yes,Yes,No,Yes,Unknown,No,No,No,Yes,Yes,No
Yes,Yes,Yes,No,Yes,No,Yes,No,Unknown,Yes,No
Yes,No,No,Yes,No,No,Yes,Unknown,Yes,No,Yes
No,Yes,No,Yes,Yes,No,No,Unknown,Yes,Yes,Yes
Yes,No,Yes,Yes,Unknown,No,Yes,Yes,No,Unknown,No
No,Yes,No,Unknown,No,No,Yes,Yes,No,Unknown,No
Yes,No,No,No,Yes,Unknown,Yes,No,Yes,Unknown,No
No,No,Yes,No,No,Yes,No,No,Unknown,No,Yes
No,Unknown,No,No,No,No,No,Yes,No,No,Yes
Unknown,No,No,Yes,No,Yes,Yes,Yes,No,No,No
No,No,No,Yes,Yes,No,No,Yes,No,Unknown,No
Yes,Yes,No,No,Yes,No,Unknown,Yes,Yes,Yes,No
No,Unknown,Unknown,No,Yes,No,No,No,Yes,Yes,No
No,No,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Yes,No
Yes,No,Yes,Yes,No,Yes,Unknown,Yes,Yes,Unknown,Yes
Yes,Yes,No,No,Unknown,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,Unknown,Yes,No,No,Yes,No,Yes,No,No
No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,No
No,Yes,Unknown,Yes,Yes,No,No,No,No,Unknown,No
No,No,Yes,No,No,Yes,Unknown,Yes,No,Yes,Yes
Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Unknown,Yes
Unknown,Yes,No,Yes,No,No,Yes,Unknown,No,Yes,Yes
Unknown,Yes,Yes,Yes,Yes,No,No,No,No,Unknown,No
Yes,Unknown,No,No,No,Yes,No,No,Yes,Yes,Yes
Yes,Yes,Yes,Unknown,Yes,No,Yes,No,Yes,Yes,Yes
Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Unknown,No
No,No,Unknown,Yes,No,No,Yes,No,No,Yes,No
Yes,No,No,No,Yes,Unknown,Yes,Yes,Yes,No,No
No,Yes,Unknown,Yes,No,Yes,No,Yes,Yes,No,No
Yes,No,Unknown,Unknown,Yes,Yes,No,No,Yes,Yes,No
Yes,Yes,Unknown,Yes,Yes,Yes,No,No,No,No,No
No,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Yes,Yes,No
Yes,Yes,No,Unknown,No,No,Yes,Yes,Yes,Yes,Yes
Yes,Yes,No,No,No,Yes,Unknown,Unknown,Yes,Unknown,No
Yes,No,No,No,Yes,No,Unknown,Yes,Yes,Yes,No
No,Unknown,No,Yes,No,Yes,No,No,No,No,No
No,Unknown,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
No,Yes,Yes,Unknown,No,Yes,No,No,Yes,Unknown,No
Yes,No,No,Unknown,Yes,Yes,No,Yes,Yes,No,Yes
Yes,Yes,Yes,No,No,Yes,No,No,Yes,Unknown,No
No,No,Yes,Yes,No,No,No,Unknown,No,No,No
No,Unknown,No,No,Yes,Yes,Yes,No,Yes,Yes,No
No,Yes,No,Unknown,Yes,No,No,No,Yes,Yes,No
Yes,Yes,No,No,Yes,Unknown,Yes,No,No,Yes,No
Unknown,Yes,No,Yes,Unknown,Yes,Yes,No,No,Yes,No
No,Yes,No,No,Unknown,No,Yes,Unknown,No,Yes,Yes
No,No,Unknown,Yes,Yes,Yes,No,No,Yes,No,No
Unknown,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
Unknown,Unknown,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
No,Yes,Yes,Yes,Yes,No,No,Unknown,No,Yes,No
No,Unknown,Yes,No,Yes,No,No,Yes,Yes,Yes,No
Yes,Yes,Yes,No,No,Yes,Unknown,Yes,No,No,Yes
No,Yes,No,Yes,Unknown,Yes,No,No,Yes,Unknown,Yes
No,No,Yes,Yes,Unknown,No,Yes,Yes,Yes,No,No
Yes,No,Yes,No,No,No,No,No,No,Unknown,No
Unknown,No,Yes,No,No,Yes,No,Unknown,Yes,Yes,No
Yes,No,Yes,Yes,No,Yes,Yes,Unknown,No,No,Yes
No,Yes,No,Yes,Yes,Unknown,Yes,No,Unknown,Yes,No
No,No,No,No,Unknown,Unknown,Yes,No,Yes,Yes,No
Yes,Unknown,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
Yes,Yes,No,No,No,No,Yes,No,Unknown,Unknown,No
No,No,Unknown,Yes,Yes,Yes,Yes,No,Yes,Yes,No
No,Unknown,No,No,No,No,No,No,Yes,Yes,Yes
Yes,No,No,Yes,Unknown,Yes,No,No,Yes,Unknown,Yes
No,No,Yes,No,No,Yes,No,Yes,No,Unknown,No
Yes,Unknown,Unknown,Yes,No,No,No,No,Yes,Yes,No
Unknown,Yes,Yes,No,No,No,No,No,Yes,No,Yes
Yes,No,Yes,Unknown,No,Yes,No,No,Yes,No,No
Yes,Yes,No,Unknown,Yes,No,No,Yes,Yes,Yes,No
No,Yes,No,No,No,Yes,Yes,Yes,Unknown,Yes,No
No,Yes,No,No,Yes,No,No,No,Unknown,Yes,No
Yes,Yes,Yes,Unknown,No,Unknown,Yes,No,No,No,No
No,Yes,No,No,No,Yes,Unknown,No,No,No,No
Yes,Yes,Unknown,No,Yes,Yes,No,No,Yes,Unknown,No
Yes,No,Yes,No,No,No,Unknown,Unknown,Yes,Yes,No
Yes,Yes,Yes,No,No,Yes,Yes,No,No,Unknown,Yes
Yes,Yes,Unknown,No,No,Unknown,No,No,No,Yes,Yes
Yes,Yes,Unknown,No,No,Yes,Yes,No,No,Yes,Yes
Unknown,Yes,Yes,No,Unknown,Yes,Yes,Yes,No,No,No
Unknown,Yes,No,Yes,No,No,No,Yes,Unknown,No,No
Yes,No,Yes,Yes,No,No,Yes,Yes,Unknown,Yes,Yes
Yes,Yes,Yes,Yes,Unknown,No,Yes,Yes,Yes,No,Yes
Yes,No,No,Unknown,No,Yes,No,Unknown,No,Yes,No
Yes,No,Yes,No,Yes,No,Yes,Yes,No,Unknown,No
No,Yes,Yes,Unknown,No,No,No,Yes,Yes,Yes,No
No,No,Yes,Unknown,No,No,No,No,No,Unknown,No
Yes,No,Unknown,Unknown,Yes,No,No,Yes,Yes,Yes,No
No,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,No
Yes,Yes,No,Yes,No,No,No,Yes,Unknown,Yes,Yes
Yes,Yes,No,Yes,No,No,Unknown,No,No,Yes,No
Yes,No,Yes,Yes,No,No,No,Unknown,Yes,Unknown,No
Unknown,Yes,Yes,Yes,No,Unknown,Yes,No,Yes,No,No
Yes,No,Yes,Unknown,No,Yes,No,No,No,No,No
No,Unknown,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Yes,Unknown,No,Yes,Yes,No,Unknown,Unknown,No,No,No
Yes,Yes,Yes,Unknown,No,Yes,No,No,No,Yes,Yes
Yes,Yes,Yes,No,No,Yes,Yes,Unknown,No,Unknown,No
Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
Yes,Unknown,No,Yes,Yes,Unknown,Yes,Yes,No,Yes,No
No,No,No,Yes,Unknown,Yes,No,Yes,Yes,No,Yes
No,Yes,Unknown,Yes,No,Yes,No,No,Unknown,Yes,No
Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes
Yes,No,No,Yes,No,No,Yes,No,Unknown,No,Yes
Yes,Unknown,No,No,Yes,Unknown,Yes,No,No,No,No
No,Yes,Yes,No,Yes,Yes,No,No,No,Unknown,Yes
Yes,Unknown,No,Yes,No,No,Yes,No,No,Yes,Yes
Unknown,No,No,No,Yes,No,No,No,No,Yes,Yes
Yes,No,Yes,No,Unknown,Yes,No,Yes,No,Yes,No
Yes,Yes,No,Yes,Yes,No,Yes,Yes,Unknown,Yes,Yes
No,No,No,Yes,Unknown,No,Yes,Unknown,No,Yes,No
Yes,Yes,Unknown,No,No,No,Yes,No,Yes,No,No
Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,No,No,No,No
No,Yes,No,Unknown,Yes,Unknown,Yes,Unknown,No,Yes,Yes
Unknown,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
No,Yes,Yes,Unknown,Yes,No,Yes,No,Yes,No,Yes
No,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,No,No,No
No,No,Unknown,Unknown,Yes,Yes,No,No,No,Yes,No
Yes,No,Yes,Yes,Unknown,Yes,Yes,No,No,No,No
Yes,No,Yes,Yes,Yes,Unknown,No,Yes,No,Unknown,No
Yes,Yes,Unknown,No,No,Yes,Yes,No,Yes,No,No
Unknown,No,No,No,Yes,No,No,Yes,No,Yes,No
No,Yes,No,Yes,No,Unknown,No,No,No,Yes,No
Yes,No,Yes,Yes,Unknown,No,Yes,Yes,Yes,No,Yes
Yes,No,No,No,Unknown,Unknown,No,No,Unknown,No,No
No,Yes,Yes,No,Yes,Unknown,No,No,Yes,Yes,No
Yes,Unknown,Yes,Yes,No,No,No,Yes,No,Unknown,Yes
Yes,No,Yes,No,No,No,No,Yes,Yes,Unknown,Yes
Yes,Yes,No,Yes,No,Yes,No,Yes,Unknown,No,Yes
No,No,Unknown,Yes,Yes,Yes,No,Yes,Yes,No,No
Yes,Unknown,No,Yes,No,No,Yes,No,Yes,Yes,No
No,Yes,Yes,No,Yes,No,Yes,Unknown,Yes,Yes,Yes
Yes,No,Yes,Yes,Yes,No,Yes,Unknown,No,Yes,Yes
Yes,Yes,No,Yes,Yes,Unknown,Yes,Yes,Yes,No,No
Yes,No,No,No,Yes,Unknown,Unknown,Unknown,Yes,No,Yes
Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Unknown,No
Yes,No,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Yes,No
Yes,No,No,Unknown,Yes,No,No,No,No,Yes,No
Yes,No,Unknown,Yes,No,No,Yes,No,Unknown,No,No
No,Yes,Yes,Unknown,No,Yes,Unknown,Yes,No,Yes,Yes
No,Unknown,Yes,No,No,No,Yes,No,Yes,No,No
No,Yes,No,Yes,Yes,Yes,No,No,Yes,Unknown,No
No,Yes,No,Yes,Unknown,Yes,Yes,No,Yes,Yes,Yes
Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
No,Yes,Yes,No,Yes,No,No,No,Unknown,Yes,No
No,No,No,Yes,Unknown,No,No,Unknown,No,Yes,No
Yes,No,No,Unknown,Yes,No,Yes,No,No,No,No
No,No,Yes,No,Unknown,Yes,No,Yes,Yes,No,No
No,No,Yes,Yes,Yes,Unknown,Yes,No,Yes,No,No
Yes,No,Yes,Yes,No,No,No,Yes,Unknown,No,No
Unknown,No,Yes,No,Unknown,No,No,No,Yes,No,No
No,No,Unknown,No,Yes,No,Yes,Yes,No,No,No
Yes,No,Yes,Yes,Yes,No,No,No,Yes,Unknown,No
Yes,No,No,No,Unknown,No,Yes,Yes,Yes,No,No
No,No,No,No,Yes,Unknown,No,Unknown,Yes,Yes,Yes
No,No,No,No,Yes,Unknown,Yes,Yes,Yes,No,No
Yes,Yes,Yes,No,No,Yes,No,Yes,Unknown,No,Yes
No,No,Yes,Yes,Unknown,Yes,Unknown,No,Unknown,No,No
No,Yes,No,No,No,Yes,Yes,Unknown,No,Yes,No
Yes,Yes,Yes,Unknown,No,Yes,Yes,Yes,Yes,Yes,No
Yes,No,Yes,No,No,No,No,Unknown,Yes,Yes,No
No,Unknown,Yes,Yes,Yes,No,No,Yes,No,Unknown,Yes
Yes,Yes,Yes,No,Unknown,No,Yes,Yes,Yes,No,No
No,Yes,Yes,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes
No,Unknown,No,No,No,Unknown,No,No,Yes,Yes,No
No,Yes,No,No,Yes,Yes,Unknown,No,No,Unknown,Yes
Yes,No,Yes,No,No,No,Yes,No,Unknown,No,Yes
Yes,No,Unknown,No,Yes,Unknown,Yes,Unknown,Unknown,Yes,No
No,Yes,Yes,No,Unknown,No,No,Yes,No,No,No
Yes,Yes,Unknown,Unknown,No,No,No,No,Yes,Yes,No
Yes,No,Yes,Yes,No,Unknown,Yes,No,No,Yes,Yes
Yes,No,Yes,Yes,Yes,Yes,Unknown,No,No,No,Yes
No,No,Unknown,Yes,Unknown,No,Yes,Yes,No,No,Yes
Unknown,Yes,Unknown,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
No,No,Yes,No,No,No,Yes,Yes,Yes,Unknown,No
No,Yes,No,Yes,No,No,Unknown,No,Yes,Yes,Yes
Yes,Unknown,Yes,Yes,No,No,No,No,Yes,No,No
Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
No,Yes,No,Yes,Yes,No,No,Yes,Unknown,Yes,Yes
No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
No,Unknown,No,No,Yes,Yes,Yes,No,No,Yes,No
No,No,No,No,Unknown,No,No,Yes,No,No,Yes
No,No,Yes,No,Yes,Yes,No,Yes,Unknown,No,No
No,Yes,No,No,Yes,No,Yes,Unknown,Yes,No,No
Unknown,Yes,Yes,No,No,Yes,Yes,Yes,No,Unknown,Yes
Yes,No,No,No,Unknown,No,Yes,No,No,Yes,No
No,No,Yes,Unknown,Yes,No,Yes,Yes,Unknown,No,Yes
Yes,Yes,No,Unknown,Yes,No,Yes,Yes,Yes,Yes,Yes
Unknown,No,Yes,Unknown,Yes,No,Yes,No,No,Yes,Yes
Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,No,No
Yes,Yes,Unknown,Yes,Yes,Yes,No,No,Yes,Unknown,No
No,Yes,Yes,No,No,No,Yes,Yes,Yes,Unknown,Yes
Yes,No,No,No,No,No,Unknown,No,No,No,No
Yes,Unknown,Unknown,Yes,No,Yes,No,Yes,No,Yes,Yes
Unknown,No,Yes,Yes,No,No,Yes,No,Yes,No,No
No,Unknown,No,No,Yes,No,No,No,No,No,Yes
Yes,Unknown,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
No,Yes,No,Yes,Yes,Unknown,Unknown,No,Yes,No,No
No,No,Yes,Yes,Yes,No,No,No,Unknown,Yes,Yes
Yes,No,No,No,Unknown,No,Yes,Yes,Yes,Yes,Yes
No,No,No,No,No,No,Yes,Unknown,No,No,Yes
No,Unknown,No,Yes,Yes,No,Yes,Yes,No,No,No
Yes,Yes,Yes,Yes,Yes,No,No,Unknown,Yes,Yes,Yes
No,No,No,No,Unknown,Yes,Yes,Unknown,Yes,No,No
Yes,No,No,Yes,Yes,Yes,No,No,Unknown,No,No
Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Unknown,No
No,No,Unknown,No,No,No,Yes,No,No,Yes,No
Yes,No,Yes,Yes,No,Yes,Unknown,No,No,No,No
Yes,No,Yes,No,Unknown,Yes,No,Yes,No,No,Yes
Yes,Yes,No,Yes,No,No,Yes,Unknown,No,Yes,No
No,Yes,Yes,Yes,No,Yes,Unknown,Yes,No,No,No
No,No,Unknown,Yes,Yes,Yes,Yes,No,Unknown,Yes,Yes
Yes,Yes,No,Unknown,Yes,No,Unknown,Yes,Yes,Yes,No
No,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,Yes,Yes,No
Unknown,Yes,Yes,No,Unknown,Unknown,No,Yes,No,No,Yes
No,No,Unknown,Yes,No,Unknown,Yes,Yes,No,No,No
Yes,Yes,Yes,Yes,No,Yes,Unknown,Yes,Yes,No,Yes
No,No,No,Yes,Yes,Unknown,No,Yes,Unknown,Yes,No
Yes,Unknown,Unknown,No,No,No,Unknown,Yes,Yes,Yes,No
Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
No,Yes,Yes,Yes,Unknown,No,No,Yes,No,Yes,No
Unknown,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes
No,No,Yes,Yes,Yes,Yes,No,No,No,Unknown,Yes
Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,No,No,No
Unknown,No,Yes,Yes,Yes,Yes,No,No,No,No,No
No,Unknown,Yes,No,Yes,No,No,Yes,No,Yes,Yes
Unknown,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
No,No,Unknown,Unknown,No,No,No,Yes,No,Yes,No
No,No,No,No,No,No,Unknown,Yes,No,Yes,Yes
No,No,No,Yes,Yes,Unknown,No,No,Yes,No,No
Yes,No,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,No,No
No,Unknown,Yes,No,Yes,Yes,Unknown,No,No,No,No
No,No,No,No,Unknown,No,Yes,No,No,No,No
No,No,Yes,Yes,Yes,Yes,Yes,No,Unknown,Yes,Yes
No,Yes,Yes,Yes,Unknown,Yes,No,No,No,No,No
No,Yes,No,Yes,Yes,Unknown,No,No,No,Yes,No
No,No,Yes,No,Unknown,No,No,Yes,No,Yes,No
Yes,Unknown,No,No,Yes,No,No,Yes,No,No,No
Yes,No,Yes,Yes,No,Yes,Unknown,Yes,No,No,No
No,Unknown,Yes,No,Unknown,No,No,No,No,Yes,No
Yes,No,No,No,Yes,Yes,No,Unknown,No,No,No
Unknown,Yes,Yes,No,Unknown,No,No,Yes,No,No,Yes
Yes,No,No,No,Unknown,No,No,Yes,No,No,Yes
Yes,Yes,No,No,No,Unknown,Yes,Yes,No,No,No
No,No,No,No,Unknown,No,No,Yes,No,Yes,Yes
No,Yes,Yes,Yes,No,No,Yes,Unknown,Yes,No,Yes
No,No,No,No,No,Yes,No,Unknown,Yes,No,Yes
No,Yes,Yes,No,No,No,Yes,Unknown,Yes,Yes,No
Yes,Yes,No,Yes,Yes,No,Yes,No,Unknown,Yes,Yes
No,Unknown,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No
Yes,Unknown,No,No,No,No,Yes,Yes,Yes,No,No
Yes,No,Unknown,No,No,No,Yes,Unknown,No,No,No
Yes,Yes,No,Yes,Unknown,Yes,No,Yes,Unknown,No,Yes
No,No,Unknown,No,Yes,Yes,Yes,Yes,Yes,No,Yes
Unknown,Yes,No,Yes,Unknown,No,No,No,Yes,Yes,No
No,Unknown,Yes,No,Yes,No,No,Unknown,Yes,Yes,No
No,No,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,Yes
Yes,Yes,No,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes
Unknown,No,Unknown,Yes,Yes,Yes,No,Yes,No,Yes,No
Unknown,No,No,No,Unknown,No,No,No,Yes,No,No
Yes,No,No,No,Unknown,Yes,No,No,Unknown,Yes,No
No,Yes,Yes,Yes,No,No,Unknown,Yes,No,No,Yes
No,Yes,Unknown,No,Yes,No,Yes,No,Unknown,No,Yes
Unknown,No,No,Yes,No,Yes,No,Yes,No,Yes,No
No,No,Yes,No,No,Yes,Yes,Unknown,Yes,No,Yes
Yes,Yes,Yes,Unknown,No,No,No,Yes,Yes,No,No
No,Yes,No,Yes,Yes,Yes,Yes,No,No,Unknown,Yes
Yes,No,No,No,Yes,Yes,No,Unknown,Yes,Yes,No
No,Yes,Yes,Unknown,Yes,No,No,Yes,No,Yes,Yes
No,No,Yes,Yes,Unknown,No,No,Yes,Yes,Yes,Yes
Yes,Yes,Yes,Yes,Unknown,No,Yes,Yes,No,No,No
Yes,No,Yes,No,Unknown,Yes,No,Yes,No,No,No
No,No,No,Unknown,Yes,No,Yes,Yes,No,Yes,No
No,No,Unknown,No,Yes,No,No,No,No,No,No
Yes,No,No,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,No
Yes,Yes,No,No,Yes,No,Unknown,Yes,Unknown,No,No
Yes,No,Yes,Yes,No,Yes,Yes,No,Unknown,Unknown,No
Yes,No,Yes,No,No,No,Yes,No,No,Unknown,No
Yes,Yes,No,No,Unknown,No,No,No,Yes,Yes,No
No,No,No,Yes,No,Unknown,Yes,No,No,No,No
Unknown,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
No,Yes,Unknown,Yes,No,No,Yes,No,No,Yes,No
Unknown,No,Yes,No,Yes,Yes,Unknown,No,Yes,Yes,No
No,Yes,Yes,No,Yes,Unknown,No,Unknown,Yes,No,Yes
Yes,Yes,Yes,Yes,No,Unknown,Yes,No,Unknown,No,No
Yes,No,No,No,No,Yes,No,No,Yes,Unknown,No
Yes,Unknown,No,Yes,No,No,No,No,No,Yes,Yes
No,No,Yes,Yes,Yes,Yes,Unknown,No,No,Yes,Yes
Yes,No,No,No,Unknown,Yes,No,Unknown,Yes,Yes,No
Yes,Yes,No,No,Yes,Unknown,No,Yes,Unknown,Yes,No
No,No,No,Yes,Yes,No,Yes,No,Unknown,No,No
Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes
Yes,Yes,Yes,No,Unknown,No,Yes,Yes,No,Yes,No
No,No,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,No
Unknown,Yes,No,No,Unknown,Yes,Yes,Yes,No,Yes,No
Unknown,No,No,Yes,No,No,No,No,No,No,No
Yes,Yes,Yes,No,Yes,No,No,Yes,Unknown,Yes,Yes
Unknown,No,Unknown,Yes,Yes,No,No,Yes,Yes,Yes,Yes
No,Yes,No,No,Yes,Unknown,Yes,No,Yes,No,Yes
Yes,Yes,Yes,Yes,No,Unknown,No,Yes,No,Yes,No
No,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,No,Yes,No
No,Yes,No,Yes,No,No,Yes,Yes,Yes,Unknown,Yes
No,Yes,Unknown,No,Yes,No,No,Yes,No,Yes,Yes
Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes
No,Yes,Yes,No,No,Yes,Yes,Unknown,Yes,Unknown,No
Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Yes,Yes,No
Unknown,Yes,No,Yes,No,No,Yes,Yes,No,No,No
No,Yes,Yes,Yes,No,Unknown,Yes,Yes,Yes,Yes,No
No,Yes,Yes,Yes,Unknown,Yes,No,Yes,No,Yes,No
Yes,Yes,No,Yes,Unknown,Yes,Yes,Yes,Unknown,No,No
No,Yes,No,No,Unknown,Yes,Yes,Yes,Yes,No,No
Yes,Yes,No,Yes,Yes,Yes,No,Unknown,No,No,Yes
No,Yes,Yes,Unknown,Yes,Yes,Yes,No,Yes,No,Yes
Yes,No,Yes,No,Yes,No,Unknown,No,No,Yes,Yes
No,No,Yes,No,Unknown,No,No,Yes,No,No,No
No,Yes,Yes,Yes,No,No,Yes,No,No,Unknown,No
No,No,Yes,No,Yes,No,Yes,No,No,Unknown,Yes
Yes,No,No,No,Unknown,No,Yes,No,No,No,Yes
No,No,Yes,Unknown,Yes,No,No,No,No,No,No
No,No,Yes,Yes,No,Yes,Unknown,No,No,No,Yes
Unknown,Yes,No,Yes,No,Yes,No,Yes,No,Unknown,No
Yes,Yes,No,No,No,Unknown,No,No,No,Yes,No
Yes,Yes,Yes,No,Yes,No,Unknown,No,No,Yes,No
Yes,Unknown,Unknown,Yes,No,Yes,No,Yes,Yes,Yes,No
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,No
Yes,Yes,Unknown,No,Unknown,Yes,Yes,No,No,Yes,No
Yes,Unknown,No,Yes,No,No,Yes,Yes,No,No,Yes
No,Unknown,No,No,Yes,No,No,No,No,No,No
Yes,Yes,No,No,Yes,No,No,Unknown,Yes,No,No
No,No,Yes,No,Unknown,No,No,No,Unknown,Yes,Yes
No,Yes,Yes,Unknown,Yes,Yes,No,No,No,Yes,Yes
Yes,No,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,No
No,No,Yes,Yes,No,No,Yes,Unknown,No,No,No
Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,No,Yes,No,Yes
